Sample,X(ms) [22.09.2026 22:44:17 863 UTC],"matematicko_upravljanje[%MD18]","izlazna_vrednost_objekta[%MD14]","vrednost_upravljanja[%MD10]"
680,1790117074742.050489,100.003204345703,79.9993591308594,100
681,1790117074782.048189,100.003204345703,79.9993591308594,100
682,1790117074822.030389,100.003204345703,79.9993591308594,100
683,1790117074862.039589,100.003204345703,79.9993591308594,100
684,1790117074902.019789,100.003204345703,79.9993591308594,100
685,1790117074942.025689,100.003204345703,79.9993591308594,100
686,1790117074982.014589,100.003204345703,79.9993591308594,100
687,1790117075022.024389,100.003204345703,79.9993591308594,100
688,1790117075062.005089,100.003204345703,79.9993591308594,100
689,1790117075102.022989,100.003204345703,79.9993591308594,100
690,1790117075142.013789,100.003204345703,79.9993591308594,100
691,1790117075182.009889,100.003204345703,79.9993591308594,100
692,1790117075221.992289,100.003204345703,79.9993591308594,100
693,1790117075261.995189,100.003204345703,79.9993591308594,100
694,1790117075301.986589,100.003204345703,79.9993591308594,100
695,1790117075341.976589,100.003204345703,79.9993591308594,100
